0.15384615384615385,treballà com a cap del servei de recaptació de la diputació de girona,treballà com a cap de serveis de recaptació de la diputació de girona
0.07692307692307693,és notable per l'ús de màgia i per la seva trama d'estructura inusual,és notable per l'ús de la màgia i per la seva trama d'estructura inusual
0.06666666666666667,el general seleuc va formar el seu imperi selèucida que incloïa la regió del pakistan,el general saleuc va formar el seu imperi selèucida que incloïa la regió del pakistan
0.0,el matrimoni va tenir dos fills i una filla,el matrimoni va tenir dos fills i una filla
0.0,d'ara endavant laos és reorganitzat sota la forma d'un estat centralitzat,d'ara endavant laos és reorganitzat sota la forma d'un estat centralitzat
0.2857142857142857,formulà el concepte d'espai català de comunicació,formulà el concepte d'espai català a le comunicació
0.0,no s'ha de confondre amb el també músic israelià contrabaixista del mateix nom,no s'ha de confondre amb el també músic israelià contrabaixista del mateix nom
0.23076923076923078,a la rodalia i hi ha diverses restes antigues aquemènides partes i sassànides,a la rodalia hi havia diverses restes antigues aquemènides pàrters i sassànides
0.0,es troba des de les costes de corea fins a les de filipines,es troba des de les costes de corea fins a les de filipines
0.0,durant una gran part de l'edat mitjana va ser membre de la lliga hanseàtica,durant una gran part de l'edat mitjana va ser membre de la lliga hanseàtica
0.07692307692307693,aquesta identificació de predicats amb funcions numèriques s'assumeix per la resta de l'article,aquesta identificació de predicats en funcions numèriques s'assumeix per la resta de l'article
0.0,però un canvi en la situació política fa que s'aturi aquesta persecució,però un canvi en la situació política fa que s'aturi aquesta persecució
0.0,molt jove va començar a treballar com a jornaler agrícola fent diverses tasques,molt jove va començar a treballar com a jornaler agrícola fent diverses tasques
0.0,arribà a la conclusió que aquests fòssils eren dents de tauró,arribà a la conclusió que aquests fòssils eren dents de tauró
0.0,al primer i segon pis cada obertura té un balcó,al primer i segon pis cada obertura té un balcó
0.0,després de l'esclat de la guerra civil es va mantenir fidel a la república,després de l'esclat de la guerra civil es va mantenir fidel a la república
0.07142857142857142,va reconèixer que el fracàs havia estat degut parcialment a la seua situació personal,va reconèixer que el fracàs havia estat degut parcialment a la seva situació personal
0.7142857142857143,el sentit dreta esquerra amunt i avall,el sentit dreta es casa am un llavall
0.14285714285714285,el príncep era músic atent i calvinista,el príncep era músic atent i calinista
0.07692307692307693,cauen a la seva pròpia trampa enamorant-se realment mentre passen el temps junts,cauen en la seva pròpia trampa enamorant-se realment mentre passen el temps junts
0.08333333333333333,era una caravel·la nòrdica de veles quadrades amb un velam molt senzill,era una caravel·la nòrdica de veles quadrades amb un balant molt senzill
0.0,i arribà la fama,i arribà la fama
0.0,té un cos de mida mitjana allargat i pesat,té un cos de mida mitjana allargat i pesat
0.09090909090909091,va viatjar a antioquia on va imposar el poder de bizanci,va viatjar a itioquia on va imposar el poder de bizanci
0.07692307692307693,la majoria vasta de les seves pintures presenten aristòcrates i noblesa a europa,la majoria basta de les seves pintures presenten aristòcrates i noblesa a europa
0.0,es tracta d'una cova natural amb restes de l'edat del bronze sense estructures d'habitacions,es tracta d'una cova natural amb restes de l'edat del bronze sense estructures d'habitacions
0.0,començà els seus musicals de piano i solfeig amb roser busquets,començà els seus musicals de piano i solfeig amb roser busquets
0.0,en només sis mesos les forces de l'eix havien estat expulsades del nord d'àfrica,en només sis mesos les forces de l'eix havien estat expulsades del nord d'àfrica
0.0,un exemple d'això ho trobem a la població de sardenya,un exemple d'això ho trobem a la població de sardenya
0.0,les demostracions públiques es van fer entre londres i nova york,les demostracions públiques es van fer entre londres i nova york
0.25,també organitzen activitats per a fomentar el voluntariat,també organitza activitats per fomentar el voluntariat
0.0,als extrems s'hi situen dos túnels de pedra,als extrems s'hi situen dos túnels de pedra
0.0,una diferència entre plotí i procle és la necessitat de la pregària,una diferència entre plotí i procle és la necessitat de la pregària
0.1111111111111111,la influència de sofia en la política fou importantíssima,la influència de sofrir en la política fou importantíssima
0.15384615384615385,van aparèixer a principis del juràssic i va extingir-se al final del cretaci,van aparèixer a principis el jurassi i va extingir-se al final del cretaci
