0.15384615384615385,treballà com a cap del servei de recaptació de la diputació de girona,treballà com a cap de serveis de recaptació de la diputació de girona
0.0,va estudiar teologia a la seva ciutat natal però abandonà els estudis,va estudiar teologia a la seva ciutat natal però abandonà els estudis
0.0,d'ara endavant laos és reorganitzat sota la forma d'un estat centralitzat,d'ara endavant laos és reorganitzat sota la forma d'un estat centralitzat
0.15384615384615385,a la rodalia i hi ha diverses restes antigues aquemènides partes i sassànides,a la rodalia hi havia diverses restes antigues aquemènides partes i sassànides
0.0,realitzada amb pedra i morter,realitzada amb pedra i morter
0.0,però un canvi en la situació política fa que s'aturi aquesta persecució,però un canvi en la situació política fa que s'aturi aquesta persecució
0.1111111111111111,té un cos de mida mitjana allargat i pesat,té un cos de mila mitjana allargat i pesat
0.0,començà els seus musicals de piano i solfeig amb roser busquets,començà els seus musicals de piano i solfeig amb roser busquets
0.0,en només sis mesos les forces de l'eix havien estat expulsades del nord d'àfrica,en només sis mesos les forces de l'eix havien estat expulsades del nord d'àfrica
0.3333333333333333,li ensenya música la seva mare,ni ensenya música a la seva mare
0.0,les demostracions públiques es van fer entre londres i nova york,les demostracions públiques es van fer entre londres i nova york
0.0,als extrems s'hi situen dos túnels de pedra,als extrems s'hi situen dos túnels de pedra
0.0,a través del comte també va donar-se a conèixer a la cort de berlín,a través del comte també va donar-se a conèixer a la cort de berlín
0.1111111111111111,la localitat rep així mateix el nom donzell d'agramunt,la localitat rep així mateix el nom donzè d'agramunt
0.0,no obstant això les dades químiques i espectroscòpics van demostrar que l'estructura era incorrecta,no obstant això les dades químiques i espectroscòpics van demostrar que l'estructura era incorrecta
0.0,professà en la seva ciutat natal,professà en la seva ciutat natal
0.0,la intel·ligència emocional està agafant un paper important en la nostra societat,la intel·ligència emocional està agafant un paper important en la nostra societat
0.0,molts saxons van ser batejats,molts saxons van ser batejats
0.0,d'aquest conjunt destaca una torre ampla de base quadrangular,d'aquest conjunt destaca una torre ampla de base quadrangular
0.07692307692307693,els seus noms estan relacionats amb l'asterisme més destacat de cada sector respectiu,els seus noms estan relacionats amb l'esterisme més destacat de cada sector respectiu
0.07692307692307693,es proclamaran electes per a cada càrrec els candidats que obtinguin la majoria,es proclamaran electes per cada càrrec els candidats que obtinguin la majoria
0.0,hi ha boscos de diverses espècies d'eucaliptus,hi ha boscos de diverses espècies d'eucaliptus
0.0,se n'han trobat fòssils a egipte,se n'han trobat fòssils a egipte
0.0,per al cas d'un sistema conservatiu l'energia potencial no depèn del temps,per al cas d'un sistema conservatiu l'energia potencial no depèn del temps
0.0,sovint els turistes són el blanc d'atacs als països musulmans,sovint els turistes són el blanc d'atacs als països musulmans
